ID,TEXT,TEXT_CLEANED,TOKENS,TOKENS_NO_STOP,TOKENS_LEMMATIZED,TEXT_PROCESSED,SENTIMENT
238,Rising global energy prices remain a major threat to inflation stability.,rising global energy prices remain a major threat to inflation stability,"['rising', 'global', 'energy', 'prices', 'remain', 'a', 'major', 'threat', 'to', 'inflation', 'stability']","['rising', 'global', 'energy', 'prices', 'remain', 'major', 'threat', 'inflation', 'stability']","['rise', 'global', 'energy', 'price', 'remain', 'major', 'threat', 'inflation', 'stability']",rise global energy price remain major threat inflation stability,NEGATIVE
239,"Higher energy prices affect transportation, manufacturing and food supply chains.",higher energy prices affect transportation manufacturing and food supply chains,"['higher', 'energy', 'prices', 'affect', 'transportation', 'manufacturing', 'and', 'food', 'supply', 'chains']","['higher', 'energy', 'prices', 'affect', 'transportation', 'manufacturing', 'food', 'supply', 'chains']","['high', 'energy', 'price', 'affect', 'transportation', 'manufacture', 'food', 'supply', 'chain']",high energy price affect transportation manufacture food supply chain,NEGATIVE
240,The government expanded targeted intervention measures to reduce cost pressures.,the government expanded targeted intervention measures to reduce cost pressures,"['the', 'government', 'expanded', 'targeted', 'intervention', 'measures', 'to', 'reduce', 'cost', 'pressures']","['government', 'expanded', 'targeted', 'intervention', 'measures', 'reduce', 'cost', 'pressures']","['government', 'expand', 'target', 'intervention', 'measure', 'reduce', 'cost', 'pressure']",government expand target intervention measure reduce cost pressure,POSITIVE
241,Fuel subsidy programmes are intended to keep logistics and transportation costs manageable.,fuel subsidy programmes are intended to keep logistics and transportation costs manageable,"['fuel', 'subsidy', 'programmes', 'are', 'intended', 'to', 'keep', 'logistics', 'and', 'transportation', 'costs', 'manageable']","['fuel', 'subsidy', 'programmes', 'intended', 'keep', 'logistics', 'transportation', 'costs', 'manageable']","['fuel', 'subsidy', 'programme', 'intend', 'keep', 'logistics', 'transportation', 'cost', 'manageable']",fuel subsidy programme intend keep logistics transportation cost manageable,POSITIVE
242,The Subsidised Diesel Control System supports sectors vulnerable to price increases.,the subsidised diesel control system supports sectors vulnerable to price increases,"['the', 'subsidised', 'diesel', 'control', 'system', 'supports', 'sectors', 'vulnerable', 'to', 'price', 'increases']","['subsidised', 'diesel', 'control', 'system', 'supports', 'sectors', 'vulnerable', 'price', 'increases']","['subsidised', 'diesel', 'control', 'system', 'support', 'sector', 'vulnerable', 'price', 'increase']",subsidised diesel control system support sector vulnerable price increase,POSITIVE
243,RM5 billion was mobilised through financing schemes and Bank Negara facilities.,rm5 billion was mobilised through financing schemes and bank negara facilities,"['rm5', 'billion', 'was', 'mobilised', 'through', 'financing', 'schemes', 'and', 'bank', 'negara', 'facilities']","['rm5', 'billion', 'mobilised', 'financing', 'schemes', 'bank', 'negara', 'facilities']","['rm5', 'billion', 'mobilise', 'financing', 'scheme', 'bank', 'negara', 'facility']",rm5 billion mobilise financing scheme bank negara facility,NEUTRAL
244,The financial support package aims to help businesses absorb higher operating costs.,the financial support package aims to help businesses absorb higher operating costs,"['the', 'financial', 'support', 'package', 'aims', 'to', 'help', 'businesses', 'absorb', 'higher', 'operating', 'costs']","['financial', 'support', 'package', 'aims', 'help', 'businesses', 'absorb', 'higher', 'operating', 'costs']","['financial', 'support', 'package', 'aim', 'help', 'business', 'absorb', 'high', 'operating', 'cost']",financial support package aim help business absorb high operating cost,POSITIVE
245,Prolonged geopolitical tensions could place additional pressure on domestic prices.,prolonged geopolitical tensions could place additional pressure on domestic prices,"['prolonged', 'geopolitical', 'tensions', 'could', 'place', 'additional', 'pressure', 'on', 'domestic', 'prices']","['prolonged', 'geopolitical', 'tensions', 'could', 'place', 'additional', 'pressure', 'domestic', 'prices']","['prolonged', 'geopolitical', 'tension', 'could', 'place', 'additional', 'pressure', 'domestic', 'price']",prolonged geopolitical tension could place additional pressure domestic price,NEGATIVE
246,Inflation has been maintained at around 1.9 per cent so far.,inflation has been maintained at around 19 per cent so far,"['inflation', 'has', 'been', 'maintained', 'at', 'around', '19', 'per', 'cent', 'so', 'far']","['inflation', 'maintained', 'around', '19', 'per', 'cent', 'far']","['inflation', 'maintain', 'around', '19', 'per', 'cent', 'far']",inflation maintain around 19 per cent far,POSITIVE
247,Authorities continue monitoring official data and industry conditions.,authorities continue monitoring official data and industry conditions,"['authorities', 'continue', 'monitoring', 'official', 'data', 'and', 'industry', 'conditions']","['authorities', 'continue', 'monitoring', 'official', 'data', 'industry', 'conditions']","['authority', 'continue', 'monitor', 'official', 'data', 'industry', 'condition']",authority continue monitor official data industry condition,NEUTRAL
248,Energy-related inflation remains a concern for policymakers worldwide.,energy related inflation remains a concern for policymakers worldwide,"['energy', 'related', 'inflation', 'remains', 'a', 'concern', 'for', 'policymakers', 'worldwide']","['energy', 'related', 'inflation', 'remains', 'concern', 'policymakers', 'worldwide']","['energy', 'relate', 'inflation', 'remain', 'concern', 'policymakers', 'worldwide']",energy relate inflation remain concern policymakers worldwide,NEGATIVE
249,Maintaining inflation within the target range is a key policy objective.,maintaining inflation within the target range is a key policy objective,"['maintaining', 'inflation', 'within', 'the', 'target', 'range', 'is', 'a', 'key', 'policy', 'objective']","['maintaining', 'inflation', 'within', 'target', 'range', 'key', 'policy', 'objective']","['maintain', 'inflation', 'within', 'target', 'range', 'key', 'policy', 'objective']",maintain inflation within target range key policy objective,NEUTRAL
250,The government seeks to preserve purchasing power and sustain economic growth.,the government seeks to preserve purchasing power and sustain economic growth,"['the', 'government', 'seeks', 'to', 'preserve', 'purchasing', 'power', 'and', 'sustain', 'economic', 'growth']","['government', 'seeks', 'preserve', 'purchasing', 'power', 'sustain', 'economic', 'growth']","['government', 'seek', 'preserve', 'purchase', 'power', 'sustain', 'economic', 'growth']",government seek preserve purchase power sustain economic growth,POSITIVE
251,The strategy aims to balance fiscal support with price stability.,the strategy aims to balance fiscal support with price stability,"['the', 'strategy', 'aims', 'to', 'balance', 'fiscal', 'support', 'with', 'price', 'stability']","['strategy', 'aims', 'balance', 'fiscal', 'support', 'price', 'stability']","['strategy', 'aim', 'balance', 'fiscal', 'support', 'price', 'stability']",strategy aim balance fiscal support price stability,POSITIVE
252,Seat distribution negotiations among Pakatan Harapan component parties have been finalised.,seat distribution negotiations among pakatan harapan component parties have been finalised,"['seat', 'distribution', 'negotiations', 'among', 'pakatan', 'harapan', 'component', 'parties', 'have', 'been', 'finalised']","['seat', 'distribution', 'negotiations', 'among', 'pakatan', 'harapan', 'component', 'parties', 'finalised']","['seat', 'distribution', 'negotiation', 'among', 'pakatan', 'harapan', 'component', 'party', 'finalise']",seat distribution negotiation among pakatan harapan component party finalise,NEUTRAL
253,PKR will contest 20 seats in Johor and 16 seats in Negeri Sembilan.,pkr will contest 20 seats in johor and 16 seats in negeri sembilan,"['pkr', 'will', 'contest', '20', 'seats', 'in', 'johor', 'and', '16', 'seats', 'in', 'negeri', 'sembilan']","['pkr', 'contest', '20', 'seats', 'johor', '16', 'seats', 'negeri', 'sembilan']","['pkr', 'contest', '20', 'seat', 'johor', '16', 'seat', 'negeri', 'sembilan']",pkr contest 20 seat johor 16 seat negeri sembilan,NEUTRAL
254,The distribution of the 56 seats in Johor has been completed.,the distribution of the 56 seats in johor has been completed,"['the', 'distribution', 'of', 'the', '56', 'seats', 'in', 'johor', 'has', 'been', 'completed']","['distribution', '56', 'seats', 'johor', 'completed']","['distribution', '56', 'seat', 'johor', 'complete']",distribution 56 seat johor complete,NEUTRAL
255,Fuziah said there were no disputes during the seat allocation process.,fuziah said there were no disputes during the seat allocation process,"['fuziah', 'said', 'there', 'were', 'no', 'disputes', 'during', 'the', 'seat', 'allocation', 'process']","['fuziah', 'said', 'no', 'disputes', 'seat', 'allocation', 'process']","['fuziah', 'say', 'no', 'dispute', 'seat', 'allocation', 'process']",fuziah say no dispute seat allocation process,POSITIVE
256,Pakatan Harapan previously announced it would contest all seats in Johor and Negeri Sembilan.,pakatan harapan previously announced it would contest all seats in johor and negeri sembilan,"['pakatan', 'harapan', 'previously', 'announced', 'it', 'would', 'contest', 'all', 'seats', 'in', 'johor', 'and', 'negeri', 'sembilan']","['pakatan', 'harapan', 'previously', 'announced', 'would', 'contest', 'seats', 'johor', 'negeri', 'sembilan']","['pakatan', 'harapan', 'previously', 'announce', 'would', 'contest', 'seat', 'johor', 'negeri', 'sembilan']",pakatan harapan previously announce would contest seat johor negeri sembilan,NEUTRAL
257,Fuziah expects voter turnout in Johor to increase compared with the previous state election.,fuziah expects voter turnout in johor to increase compared with the previous state election,"['fuziah', 'expects', 'voter', 'turnout', 'in', 'johor', 'to', 'increase', 'compared', 'with', 'the', 'previous', 'state', 'election']","['fuziah', 'expects', 'voter', 'turnout', 'johor', 'increase', 'compared', 'previous', 'state', 'election']","['fuziah', 'expect', 'voter', 'turnout', 'johor', 'increase', 'compare', 'previous', 'state', 'election']",fuziah expect voter turnout johor increase compare previous state election,POSITIVE
258,Many Johor voters working in Singapore did not return during the previous election.,many johor voters working in singapore did not return during the previous election,"['many', 'johor', 'voters', 'working', 'in', 'singapore', 'did', 'not', 'return', 'during', 'the', 'previous', 'election']","['many', 'johor', 'voters', 'working', 'singapore', 'not', 'return', 'previous', 'election']","['many', 'johor', 'voter', 'work', 'singapore', 'not', 'return', 'previous', 'election']",many johor voter work singapore not return previous election,NEUTRAL
259,She believes voter turnout will be higher in the upcoming election.,she believes voter turnout will be higher in the upcoming election,"['she', 'believes', 'voter', 'turnout', 'will', 'be', 'higher', 'in', 'the', 'upcoming', 'election']","['believes', 'voter', 'turnout', 'higher', 'upcoming', 'election']","['believe', 'voter', 'turnout', 'high', 'upcoming', 'election']",believe voter turnout high upcoming election,POSITIVE
